Topic,Words,Frequency,Class
4,"folkbiblioteken, annat, erbjuda litteratur, ägna särskild uppmärksamhet, ägna särskild",2,Nyköping
10,"svenska, annat modersmål svenska biblioteken, modersmål svenska biblioteken, svenska biblioteken, annat",1,Nyköping
11,"nyköpings, nyköpings kommun, dnr, sfs, allmänna biblioteksväsendet",1,Nyköping
18,"folkbiblioteken, landsting, tid, regional biblioteksverksamhet, få",1,Nyköping
20,"ansvarar, staten, bestämmelserna, enskilda, kommunerna",1,Nyköping
26,"landsting, regional biblioteksverksamhet, regional, biblioteksverksamhet, biblioteksplaner",1,Nyköping
-1,"bjurholms, biblioteket, bibliotek, bjurholms bibliotek, finns",18,Bjurholm
0,"västerbotten, digitalt, allmänheten, allmänheten satsar regeringen nationellt, satsar regeringen nationellt digitalt kompetenslyft",1,Bjurholm
3,"2020, bjurholms, 2023, 2023 inledning, 2020 2023 inledning",1,Bjurholm
4,"målstyrningsprocess, styrning 2019 2023, styrning 2019, tjänstemannaansvaret, 2019 2023",1,Bjurholm
12,"kommun, samarrangemang, många, bra, kommunen",2,Bjurholm
19,"bibliotekets, lugn, skolan nära gör tillgängligheten besökare, läge bottenplan skolan nära gör, viss underhållning",1,Bjurholm
21,"ljudböcker, främst, ljudböcker olika format avtal, klassiker ljudböcker olika format, litteratur lån media böcker ljudböcker",1,Bjurholm
-1,"biblioteket, fagersta, barn, bibliotek, medier",33,Fagersta
0,"ny teknik, teknik, digitala, ny, krav",2,Fagersta
2,"samverkan, kungliga, bibliotek, nationell, biblioteksdatasystem",6,Fagersta
3,"fagersta, 2019 12 16, 12 16, 2019 12, fagersta kommun",1,Fagersta
4,"funktionsnedsättning, grupper, utbud andra därför ytterst, andra därför, ses fysisk",1,Fagersta
8,"rätt, barnets, barn, upplevelser, rätt kulturella",1,Fagersta
10,"nationella, finskt förvaltningsområde, finskt, förvaltningsområde, starkt skydd kallat finskt",2,Fagersta
11,"fagersta, konvention, biblioteksplan, rättigheter, står",1,Fagersta
14,"fagersta kommun, fagersta, folkbibliotekets, demokratiska, biblioteken fagersta",3,Fagersta
17,"kompetens, samarbeten lokal, lokal, kompetenser, kommunikation",2,Fagersta
18,"kunskapscentrum, äldre funktionshindrade samt, barnverksamhet uppsökande verksamhet riktad, både informations kunskapscentrum såväl kultur, olika format verksamhet avgiftsfri regleras",1,Fagersta
28,"familjer bibliotekets arbete grupper, biblioteket naturlig mötesplats barn ungdomar, bygger barnkonventionens, ungdomar familjer bibliotekets, bygger barnkonventionens mål värderingar",1,Fagersta
-1,"biblioteket, samt, genom, barn, finns",30,Söderköping
0,"finns tillgå, tillgå, handledning teknik drop, verksamhet publika, verksamhet publika datorer skanner trådlöst",1,Söderköping
2,"götabiblioteken, gemensamt, götabiblioteken åtkomst, åtkomst böcker tidskrifter, gemensamt låntagarsystem flöde medier biblioteken",1,Söderköping
3,"söderköpings, läsning läsupplevelser, information lärande, 2022, läsupplevelser",1,Söderköping
4,"folkbiblioteken, annat, erbjuda litteratur, bland annat genom, annat genom",2,Söderköping
6,"östergötland, regionbibliotek östergötland, regionbibliotek, kommunala skolorna, skolan",2,Söderköping
7,"använda, eleverna, individen samhällets, digitaliseringen påverkar individen, bidra eleverna utvecklar förståelse",2,Söderköping
8,"barn, barn unga, unga, skola barnkonventionen vägledande arbetet riktat, både barn fritiden",1,Söderköping
13,"barnbibliotekarien, barn, egna bestånd, förskolan, enheternas egna bestånd",5,Söderköping
16,"tillgång, eleverna, skolbibliotek, kunskaper, elever",2,Söderköping
18,"folkbiblioteken, tillgång, tid, eleverna grundskolan grundsärskolan specialskolan sameskolan, eleverna grundskolan grundsärskolan specialskolan",1,Söderköping
24,"timmar, timmar veckan, veckan, bemannat, meröppet",1,Söderköping
28,"läsupplevelser skolbiblioteken, läsupplevelser, bestånd utgörs skönlitteratur finns tillgång, chanser lustfyllda läsupplevelser skolbiblioteken viktig, används första hand boklån söka",1,Söderköping
-1,"botkyrka, biblioteket, bibliotek, olika, botkyrka kommun",19,Botkyrka
2,"botkyrkas, också, utvecklingsområden, samverkan, också tät samverkan",1,Botkyrka
8,"lika värde, värde, rättigheter, lika, grundläggande",1,Botkyrka
19,"botkyrka, bibliotek botkyrka, mångkulturellt, biblioteksverksamheten, kring",3,Botkyrka
28,"barnet, berättande, litteratur, litteratur studier samhälle oavsett, tur ökar möjligheterna",1,Botkyrka
-1,"flens, barn, biblioteken, skolbibliotek, olika",21,Flen
0,"digitala, digitala utvecklingen, utvecklingen ännu snabbare både, snabbare både, coronapandemin drivit fram",2,Flen
2,"samverkan, människor vänder frågor önskemål kommunens, frågor önskemål kommunens nystartade kontaktcenter, samverkan genom idéutbyte, kommunen genom öppna tillgängliga instansen",1,Flen
3,"2022 2025, flens kommun 2022 2025, biblioteksplan flens, biblioteksplan flens kommun 2022, biblioteksplan flens kommun 2022 2025",1,Flen
4,"folkbibliotek, folkbibliotek kommun enligt, folkbibliotek kommun enligt bibliotekslagen folkbibliotek, folkbibliotek kommun enligt bibliotekslagen, kommun enligt bibliotekslagen folkbibliotek",2,Flen
5,"verksamhetsplaner, årliga, utveckling säkerställa, nyckeltal enkätundersökningar riktade, invånare elever medarbetare biblioteksplan revideras",1,Flen
6,"flens, folkbibliotekets bibliotekarier även, via skolpengen barn utbildnings kulturnämnden, innebär folkbibliotekets bibliotekarier, verksamheter flens kommun samverkansmodell",1,Flen
9,"flens, flens kommun, andel, stor, låg",2,Flen
-1,"biblioteket, simrishamns, simrishamn, genom, medier",54,Simrishamn
0,"digitala, förmedlas, via, kunskapen, informationsteknik",5,Simrishamn
2,"sydost, simrishamns bibliotek, simrishamns, fem, bibliotek",1,Simrishamn
3,"simrishamns, simrishamns kommun, simrishamn, 2021, kommun",10,Simrishamn
5,"verksamhetsplanerna, redovisas, årliga, beskrivs, omvärldsbevakning",2,Simrishamn
7,"skoldepån, elevernas, 17 skolbiblioteket användas viktig, lärare eleverna, språkliga förmåga digitala kompetens 17",2,Simrishamn
8,"hämtad sfs, hämtad, lag, barnets rättigheter hämtad sfs 2010, kulturdepartementet hämtad sfs 2018 1197",1,Simrishamn
10,"svenska, dels via, lättläst, dels, appen",3,Simrishamn
11,"hämtad, stockholm, stockholm kulturdepartementet, kulturdepartementet, antologi nr",6,Simrishamn
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",1,Simrishamn
16,"skolbibliotek, bibliotekslagen, skollagen, biblioteksväsendet innebär formuleringar, skola anses skolbibliotek sfs",1,Simrishamn
21,"via, lånas, digitala biblioteket, läsas via app, böcker lånas läsas",1,Simrishamn
24,"timmar, helgerna läsarna hämta reserverade böcker, befolkningen bor centralorten via, lugn ro innan portarna öppnas, ro innan portarna",1,Simrishamn
25,"simrishamn sewww, sewww simrishamn, simrishamn sewww simrishamn, sewww, simrishamn",1,Simrishamn
-1,"upplands, upplands bro, bro, biblioteken, bro kommun",14,Upplands-Bro
0,"invånare förväntar digital tillgänglighet interaktion, samtidigt kvarstår människors behov få, invånare förväntar, fysiska verkligheten kulturhuset brohuset fungerar, verkligheten kulturhuset",1,Upplands-Bro
1,"satsa, satsa flera, arenor, stimulerar, möten",1,Upplands-Bro
10,"nationella, svenska, minoritetsspråken, ge förutsättningar, nationella minoritetsspråken",1,Upplands-Bro
12,"upplands bro, bro, upplands, bro kommun, upplands bro kommun",1,Upplands-Bro
14,"biblioteken allmänna biblioteksväsendet, biblioteken allmänna, allmänna biblioteksväsendet, biblioteksväsendet, allmänna",1,Upplands-Bro
16,"11 kap, elevernas, kap, gy 11 kap, 11",1,Upplands-Bro
19,"bro, upplands, upplands bro, dels, upplands bro finns",1,Upplands-Bro
25,"biblioteksplanen, grunden folkbibliotekets årliga arbete, utvecklingen bibliotek kunskap, rör utvecklingen bibliotek, brukarundersökningar riksdagen",1,Upplands-Bro
-1,"dals, eds, dals eds, barn, mål",10,Dals-Ed
0,"hjälp, få hjälp, digitala, kommer få hjälp, kommer få",1,Dals-Ed
1,"biblioteket, finns, plats, upplevelser, bibliotek",2,Dals-Ed
4,"legimusanvändare, öka antalet, annat, svenska, annat modersmål svenska",1,Dals-Ed
6,"bibliotekslokal, fackutbildad personal, fackutbildad, saknar, utrymme aulan beståndet",1,Dals-Ed
7,"reviderad lgr, 2018 dag, barnböcker biblioteket alltid öppet eleverna, lgr 11 2018 dag finns, skolbibliotek varierande omfattning kommunens tre",1,Dals-Ed
9,"ed, närheten centralorten, bor närheten, invånarna bor närheten centralorten ed, bor närheten centralorten ed",2,Dals-Ed
11,"eds, dals, dals eds, eds kommuns, eds fritids",1,Dals-Ed
15,"kontra, media, via, låntagare, ed utmärker antal",1,Dals-Ed
27,"dalslands kommuner, dalslands, book it, book, systemet",1,Dals-Ed
-1,"biblioteket, finns, böcker, medier, barn",41,Forshaga
0,"digitala, kunna, biblioteket, digitala klyftan, klyftan",3,Forshaga
1,"biblioteket, biblioteket deje, programblad, deje, meröppet",3,Forshaga
2,"samarbetet, forshaga, länet, samverkan, värmland",3,Forshaga
5,"policy, riktlinjer, vägledande beslut, vägledande beslut styrning, beslut styrning",6,Forshaga
6,"skivedsskolan, skivedsskolans bibliotek skivedsskolan skola, bibliotek skivedsskolan skola förskola området, bibliotek skivedsskolan skola förskola, skivedsskolan skola förskola området",2,Forshaga
13,"eget skrivande, ordnar, skrivande, får, eget",1,Forshaga
14,"forshaga kommun, planen, forshaga, forshaga kommun ansvar genomförande uppföljning, planen strategidokument",1,Forshaga
21,"biblioteket webben, webben, stärkta bibliotek, stärkta, låna",1,Forshaga
24,"deje, timmar, deje bibliotek, deje bibliotek meröppet, timmar vecka",1,Forshaga
26,"forshaga, värmland, drift servicenämnden övergripande rättsliga ansvaret, gemensamma låntagardatabas även sjukhusbiblioteken universitetsbiblioteket, librissamarbetet innebär forshaga deltar arbetet",1,Forshaga
28,"läsning, förståelse, olika, inspiration läsning därigenom, ger också tillfälle upplevelse avkoppling",1,Forshaga
-1,"lidköping, erbjuda, pedagogisk tillgång, folkbiblioteket, lärande",8,Lidköping
2,"utbildning arbetar tillsammans, unga samt verka synergieffekter förvaltningsgränser, barn unga samt verka synergieffekter, samverkansgrupp kultur barn, barn skola utbildning",2,Lidköping
3,"lidköpings, biblioteket konst, chef biblioteket konst, fritidsnämnden barn skolnämnden, chef biblioteket",1,Lidköping
4,"ansvarar, personer, kultur fritidsnämnden, fritidsnämnden, sakkunnig kompetens samverkan nätverk",1,Lidköping
5,"lidköpings, kulturlivet bevarar historien lekfulla miljöer, utgiven kultur fritid, epa bibliotek, utgiven kultur fritid lidköpings",1,Lidköping
7,"gymnasiebiblioteket, verksamhet, kulturell mötesplats elever oavsett, social kulturell mötesplats elever, mötas finna",1,Lidköping
11,"lidköpings, lidköping, biblioteksverksamheten lidköping, lidköpings kommuns, internationella nationella",1,Lidköping
-1,"genom, barn, biblioteken, kungälvs, folkbiblioteken",16,Kungälv
1,"meröppna bibliotek, meröppna, funktionsförmåga bidra ökad integration nyanlända, medier många olika språk lätt, folkbibliotekens tjänster oavsett kultur språktillhörighet",1,Kungälv
2,"lämna, samverkar, behov intressen styra utbudet utvecklingen, folkbibliotekens verksamhet brukarna ges, bildning lärande bibliotek väst",1,Kungälv
3,"mål viljeinriktning 25, viljeinriktning 25, mål viljeinriktning, viljeinriktning, kungälvs",2,Kungälv
4,"personer, annat modersmål svenska skollageni skollagens, flexibel anpassas lokala förutsättningar skolbiblioteken, anpassas lokala förutsättningar, skollageni skollagens",1,Kungälv
6,"grundskolor, ytterbyskolan även kärna ligger biblioteket, skolbibliotek ramar, samt gymnasieenheter två sex folkbiblioteken, sex folkbiblioteken",1,Kungälv
7,"skolans, tagit fram kriterier eleverna anses, behov prioriterade utvecklingsområden tillgänglighetfolkbiblioteken verka, bibliotek kriterierna handlar, bibliotek kriterierna handlar närhet",1,Kungälv
8,"rättigheter, lika rättigheter värde rätt uttrycka, manifesteras barns lika, uttrycka lyssnade, manifesteras barns lika rättigheter värde",2,Kungälv
11,"relation, mål, sfs, unesco, verksamhetsplan",1,Kungälv
16,"skolbibliotek, skolas rektor integrerade folk skolbiblioteken, skolbiblioteken samutnyttjas lokaler medier bibliotekarierna, skolbibliotek pedagogisk resurs ansvaret, stödjer pedagogiska verksamheten sikt höja",1,Kungälv
25,"6bibliotekslagen slår fast, uppföljning 6bibliotekslagen slår, kungälv gäller perioden 2020, kungälv gäller perioden 2020 2023, kungälvs biblioteksplan strategiskt dokument beskriver",1,Kungälv
-1,"värmdö, värmdö kommun, 2019, kommun, se",23,Värmdö
0,"digitala, folk, dels handlar, handlar, digitaliseras",4,Värmdö
1,"meröppet, förslag nationell biblioteksstrategi bibliotekslagen 2013, djurö bibliotek haft, personal plats djurö bibliotek haft, april 2017 kungliga biblioteket 2019",1,Värmdö
3,"värmdö, värmdö kommun, kommun, bibliotek värmdö, bibliotek värmdö kommun",1,Värmdö
4,"fysisk, förändrade, personer, användarnas, folkbibliotek",1,Värmdö
5,"uppdragsbeskrivningar verksamhetsplaner, uppdragsbeskrivningar, biblioteksplanen, uppföljningen, uppföljning",2,Värmdö
8,"värmdö, värmdö kommun, ungdomar tydligt bibliotekslagen också mer, viktigt barnkonventionen, evenemang exempelvis kommunens skolor förskolor",1,Värmdö
9,"värmdö, värmdö kommun, förväntas, år, kommun",5,Värmdö
10,"svenska, nationella, andra, minoritetsspråken, andra språk",2,Värmdö
23,"kommunen, värmdö, del utbudet kommunen, tillfälliga gäster utföra verksamheten krävs, kommunen tillfälliga",1,Värmdö
-1,"biblioteket, oxelösunds, bibliotekets, medier, samt",27,Oxelösund
0,"god tillgång publika datorer, god tillgång publika, tillgång publika datorer, tillgång publika, datorer",1,Oxelösund
1,"biblioteket, bibliotekets, besökare, känna välkomna, kommunens verksamheter",3,Oxelösund
2,"oxelösunds, oxelösunds invånare, intresseorganisationer, föreningar, invånare",1,Oxelösund
4,"bibliotekets tjänster, äldre personer funktionshinder, ta del bibliotekets tjänster, del bibliotekets tjänster, dels via",1,Oxelösund
7,"personal, bibliotekets personal, högläsning skrivande informationssökning källkritik, mtm myndigheten tillgänglig media tjänst, tjänst egen nedladdning",1,Oxelösund
8,"barn, beaktas besvaras barn unga, fn barnkonvention unescos skolbiblioteksmanifest, barn ungdomsverksamheten barnkonventionen, 2021 barn oxelösund känna",1,Oxelösund
10,"biblioteket resurs elever, lärare biblioteket brett, kommunens sfi utbildning biblioteket, grundläggande högskolenivå 17, finnas finska biblioteket",1,Oxelösund
15,"behov önskemål biblioteket även kunna, litteratur bibliotekets tillgänglighet biblioteket generösa, även kunna tillhandahålla mindre, del styras besökarnas, del styras",1,Oxelösund
21,"bibliotekets, bibliotekets hemsida, hemsidan, hemsida, lämna inköpsförslag söka katalogen",2,Oxelösund
-1,"danderyd, biblioteket, behov, verksamhet, barn",13,Danderyd
0,"digitala, fram två, kompetens motsvara samtidens krav, två övergripande mål, två övergripande mål planperioden",2,Danderyd
1,"meröppet, katalog, utredas genomförande, även enebybergs bibliotek meröppetbibliotek förutsättningarna, enebybergs bibliotek",1,Danderyd
3,"danderyds kommuns, danderyds, danderyd, biblioteksverksamhet, kommuns",2,Danderyd
5,"kvartals, kvartals årsrapporter, årsrapporter, följs, biblioteksplanen",1,Danderyd
16,"tillgång skolbibliotek, skolbibliotek, tillgång, elevernas, skolans",1,Danderyd
26,"katalog, databaserbiblioteket endast tillhandahålla databaser, efterfrågan hos bibliotekets användare övriga, via internet finns uttalad, via internet finns uttalad efterfrågan",1,Danderyd
-1,"biblioteket, surahammars, böcker, mål, information",19,Surahammar
0,"idag, behöver människor utveckla informationskompetens, människor utveckla informationskompetens klara, människor utveckla informationskompetens, behöver människor utveckla",2,Surahammar
1,"biblioteket, biblioteket naturlig plats kulturella aktiviteter, biblioteket naturlig plats kulturella, såväl, naturlig plats kulturella",2,Surahammar
2,"koha, västmanland, låna återlämna, bibliotekssystemet koha, bibliotek västmanland",2,Surahammar
4,"funktionsnedsättning, personer, unecsco, personer funktionsnedsättning, fn konvention",2,Surahammar
